Code AGB;Code CIQUAL;Groupe d aliment;Sous-groupe d aliment;Nom du Produit en Français;LCI Name;DQR;Nom et code;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;DQR Overall;P;TiR;GR;TeR
15008;15008;fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;Noix du Brésil;Brazil nut;3.65;Noix du Brésil (15008);0.50244962;0.012365303;0.021973968;0.068527907;0.0064553959;0;0.6117721939;6.3166622;0.19450093;0.26539933;0.65850076;0.022706535;0;7.457769755;1.795228E-07;5.0394245E-09;6.363467E-09;1.4381429E-07;2.3711962E-09;0;3.371111777E-07;0.039641471;0.002018542;0.026743734;0.049603103;0.099520211;0;0.217527061;0.011435483;0.00031836463;0.00072511078;0.0063299762;5.495748E-05;0;0.01886389209;0.000109036;6.8544974E-06;7.0037761E-06;4.2235077E-05;1.0451247E-06;0;0.0001661744752;2.4832812E-05;1.5226245E-06;1.3283083E-06;4.9789502E-06;4.736233E-07;0;3.31363183E-05;0.00061690224;4.6156315E-06;7.3420988E-06;3.1726583E-05;2.1471153E-06;0;0.0006627336686;0.014222539;0.00091825671;0.00083708958;0.0085781132;0.00010765719;0;0.02466365568;0.00080745655;3.7605019E-05;6.6377064E-05;4.2915537E-05;6.1434752E-06;0;0.0009604976452;0.027320757;0.00037597416;0.00018069116;0.0020905402;2.353051E-05;0;0.02999149303;0.058365839;0.0038045385;0.0017157446;0.023148893;0.00019393155;0;0.08722894665;13.721374;4.3463051;0.51077679;3.1420608;0.11100328;0;21.83151997;497.37068;0.36870788;1.1015761;5.0896043;0.11193397;0;504.04250225;17.333406;0.0015991377;0.21211605;0.026397957;0.042120638;0;17.6156397827;7.213431;0.43014999;4.9833373;9.4952671;2.2750274;0;24.39721279;0.0086811183;9.4060512E-05;0.00092963103;0.0018881581;0.00062868747;0;0.012221655412;3.65;3.07;4;2.61;4.92
15023;15023;fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;Noix. fraîche;Walnut. fresh;2.95;Noix. fraîche (15023);0.86070331;0;0.043947936;0.020988691;0.012910792;0.013151004;0.951701733;3.0106576;0;0.53079866;0.26288261;0.04541307;0.32148159;4.17123353;4.0776813E-07;0;1.2726934E-08;6.114313E-08;4.7423923E-09;2.3058674E-09;4.886864537E-07;0.30129465;0;0.053487467;0.020848942;0.19904042;0.00071740174;0.57538888074;0.01427708;0;0.0014502216;0.0006572196;0.00010991496;0.00032612426;0.01682056042;0.00025623812;0;1.4007552E-05;2.1307958E-05;2.0902495E-06;2.294233E-06;0.0002959381125;6.5745674E-05;0;2.6566167E-06;2.5710249E-06;9.472466E-07;3.2943334E-06;7.52148956E-05;0.00021286128;0;1.4684198E-05;1.0273047E-05;4.2942305E-06;7.6755472E-06;0.0002497883027;0.043815769;0;0.0016741792;0.00076622782;0.00021531438;0.00020529226;0.04667678266;0.00055139114;0;0.00013275413;1.801149E-05;1.228695E-05;5.534637E-05;0.00076979008;0.015522962;0;0.00036138232;0.00015938274;4.706102E-05;0.00037332151;0.01646410959;0.17846711;0;0.0034314893;0.0017363866;0.00038786311;0.00086200225;0.18488485126;38.106759;0;1.0215536;1.3933127;0.22200656;1.4836299;42.22726176;631.89694;0;2.2031521;2.8150783;0.22386794;0.19710252;637.33614086;50.123684;0;0.42423209;0.013533574;0.084241276;0.011225364;50.656916304;34.446538;0;9.9666746;4.0062774;4.5500549;0.20007692;53.16962182;0.080673876;0;0.0018592621;0.00093990453;0.0012573749;6.4971376E-05;0.084795388906;2.95;2.95;4.84;1.07;2.95
15005;15005;fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;Noix. séchée. cerneaux;Walnut. dried. husked;2.95;Noix. séchée. cerneaux (15005);0.86070331;0;0.043947936;0.020988691;0.012910792;0.013151004;0.951701733;3.0106576;0;0.53079866;0.26288261;0.04541307;0.32148159;4.17123353;4.0776813E-07;0;1.2726934E-08;6.114313E-08;4.7423923E-09;2.3058674E-09;4.886864537E-07;0.30129465;0;0.053487467;0.020848942;0.19904042;0.00071740174;0.57538888074;0.01427708;0;0.0014502216;0.0006572196;0.00010991496;0.00032612426;0.01682056042;0.00025623812;0;1.4007552E-05;2.1307958E-05;2.0902495E-06;2.294233E-06;0.0002959381125;6.5745674E-05;0;2.6566167E-06;2.5710249E-06;9.472466E-07;3.2943334E-06;7.52148956E-05;0.00021286128;0;1.4684198E-05;1.0273047E-05;4.2942305E-06;7.6755472E-06;0.0002497883027;0.043815769;0;0.0016741792;0.00076622782;0.00021531438;0.00020529226;0.04667678266;0.00055139114;0;0.00013275413;1.801149E-05;1.228695E-05;5.534637E-05;0.00076979008;0.015522962;0;0.00036138232;0.00015938274;4.706102E-05;0.00037332151;0.01646410959;0.17846711;0;0.0034314893;0.0017363866;0.00038786311;0.00086200225;0.18488485126;38.106759;0;1.0215536;1.3933127;0.22200656;1.4836299;42.22726176;631.89694;0;2.2031521;2.8150783;0.22386794;0.19710252;637.33614086;50.123684;0;0.42423209;0.013533574;0.084241276;0.011225364;50.656916304;34.446538;0;9.9666746;4.0062774;4.5500549;0.20007692;53.16962182;0.080673876;0;0.0018592621;0.00093990453;0.0012573749;6.4971376E-05;0.084795388906;2.95;2.95;4.84;1.07;2.95
20034;20034;fruits. légumes. légumineuses et oléagineux;légumes;Oignon. cru;Onion. raw;2.21;Oignon. cru (20034);0.039752495;0;0;0.019448207;0.0023541423;0.0013151004;0.0628699447;0.098273297;0;0;0.24694032;0.011097312;0.032148159;0.388459088;1.340777E-08;0;0;5.9383169E-08;9.2131145E-10;2.3058674E-10;7.394283719E-08;0.034939502;0;0;0.015850869;0.031091527;7.1740174E-05;0.081953638174;0.00054650512;0;0;0.00085867517;3.1457745E-05;3.2612426E-05;0.001469250461;1.0304201E-05;0;0;1.5531243E-05;5.3530203E-07;2.294233E-07;2.660016933E-05;4.9192393E-06;0;0;2.0632884E-06;2.8811991E-07;3.2943334E-07;7.60008095E-06;1.9827671E-05;0;0;1.0012337E-05;1.08557E-06;7.6755472E-07;3.169313272E-05;0.0015261717;0;0;0.00091498224;5.5488103E-05;2.0529226E-05;0.002517171269;3.7339111E-05;0;0;1.8377208E-05;3.8788447E-06;5.534637E-06;6.51298007E-05;0.0019299486;0;0;0.00025974071;1.3196746E-05;3.7332151E-05;0.002240218207;0.0056832847;0;0;0.0028190199;0.00014279636;8.6200225E-05;0.008731301185;3.0325906;0;0;1.2372163;0.12947826;0.14836299;4.54764815;15.589066;0;0;1.8482402;0.046824613;0.019710252;17.503841065;2.6525613;0;0;0.011384039;0.01365447;0.0011225364;2.6787223454;1.5829846;0;0;3.3060884;0.72977229;0.020007692;5.638852982;0.0022974159;0;0;0.0010921655;0.00020163874;6.4971376E-06;0.0035977172776;2.21;1.92;2.6;1.92;2.38
20035;20035;fruits. légumes. légumineuses et oléagineux;légumes;Oignon. cuit;Onion. cooked;2.81;Oignon. cuit (20035);0.046907944;0;0.021666261;0.023923641;0.0027778879;0.013330614;0.1086063479;0.11596249;0;0.2607505;0.30388269;0.013094828;0.13830684;0.831997348;1.5821169E-08;0;4.4261969E-09;7.3109327E-08;1.0871475E-09;1.1659165E-08;1.061030054E-07;0.041228613;0;0.062965256;0.019466094;0.036688002;0.11895011;0.279298075;0.00064487604;0;0.0005224876;0.0010561935;3.712014E-05;0.00017939785;0.00244007513;1.2158957E-05;0;6.2176174E-06;1.908753E-05;6.3165639E-07;1.8254837E-06;3.992124449E-05;5.8047024E-06;0;8.835364E-07;2.5374161E-06;3.3998149E-07;1.007206E-06;1.057284239E-05;2.3396651E-05;0;5.2680123E-06;1.2316104E-05;1.2809726E-06;4.8575209E-06;4.71192608E-05;0.0018008827;0;0.00058169662;0.0011251323;6.5475962E-05;0.00023850213;0.003811689712;4.4060151E-05;0;2.0545848E-05;2.2599332E-05;4.5770367E-06;1.5026846E-05;0.0001068092137;0.0022773393;0;0.00012992211;0.00031961773;1.557216E-05;8.151831E-05;0.00282396961;0.0067062759;0;0.0011838046;0.0034687301;0.0001684997;0.00048328773;0.01201059803;3.578457;0;0.21811607;1.5222513;0.15278434;0.67999498;6.15160369;18.395098;0;0.24602506;2.2672839;0.055253044;0.19453371;21.158193714;3.1300223;0;0.1095574;0.013997675;0.016112275;0.040605685;3.310295335;1.8679218;0;6.4638705;4.0650766;0.8611313;3.9435439;17.2015441;0.0027109508;0;0.0010651752;0.0013460279;0.00023793371;0.00084919549;0.0062092831;2.81;2.76;3.03;2.04;3.41
20180;20180;fruits. légumes. légumineuses et oléagineux;légumes;Oignon. séché;Onion. dried;2.43;Oignon. séché (20180);0.41739875;0.67557849;0.029637487;0.014686664;0.0062744324;0.0032877509;1.1468635743;1.031677;2.0125144;0.35193053;0.18245743;0.025237858;0.080370398;3.684187616;1.4075831E-07;2.1439766E-07;8.6520584E-09;4.2245749E-08;2.3902083E-09;5.7646684E-10;4.0902045254E-07;0.36692358;13.461158;0.036398627;0.014492252;0.091079747;0.00017935044;13.97023155644;0.0057370493;0.0053168407;0.00098526962;0.00050220524;6.5440643E-05;8.1531065E-05;0.012688336568;0.00010816596;0.00011154229;9.5256E-06;1.4579552E-05;1.1745989E-06;5.7355825E-07;0.00024556155915;5.1646477E-05;2.1649793E-05;1.8007654E-06;1.7608183E-06;5.7940781E-07;8.2358334E-07;7.826084485E-05;0.00020817783;0.00012338246;9.9725785E-06;7.1989646E-06;2.401452E-06;1.9188868E-06;0.0003530521719;0.016021606;0.009905069;0.0011381447;0.00057686689;0.00012155959;5.1323065E-05;0.027814569245;0.00039204488;0.00049782217;9.0338662E-05;1.2656035E-05;7.6652801E-06;1.3836593E-05;0.0010143636201;0.020263322;0.0026131874;0.00024428372;0.00012790478;2.7665773E-05;9.3330378E-05;0.023369694051;0.05966056;0.019444416;0.0023289668;0.0013952468;0.00026348188;0.00021550056;0.08330817204;31.837945;4.7804592;0.69322122;0.96093847;0.20154294;0.37090746;38.84501429;163.68899;10.079009;1.4985738;1.9609823;0.11490608;0.049275629;177.391736809;27.85426;0.19739673;0.28869707;0.0093884115;0.039001653;0.002806341;28.3915502055;16.620513;293.74393;6.7820792;2.7720803;2.1064135;0.05001923;322.07503523;0.024124539;0.020219254;0.0012651288;0.00064582946;0.00058114414;1.6242844E-05;0.046852138244;2.43;1.92;3.05;1.92;2.82
20235;20235;fruits. légumes. légumineuses et oléagineux;légumes;Oignon. surgelé. cru;Onion. frozen. raw;2.75;Oignon. surgelé. cru (20235);0.041277019;0.013345755;0.021679061;0.026475566;0.016442075;0.0092886805;0.1285081565;0.13398426;0.091956448;0.26265668;0.3366761;0.068012458;0.025304288;0.918590234;1.7765781E-08;1.0034356E-08;6.2686462E-09;8.0419819E-08;4.8320507E-09;2.6905653E-09;1.220112182E-07;0.02584436;0.15048538;0.026340252;0.023128051;0.26423438;0.15995704;0.649989463;0.00077649506;0.00016935365;0.00071439084;0.0010020809;0.00013618829;7.2733309E-05;0.002871242049;1.5409935E-05;3.2063219E-06;6.8990135E-06;2.3504504E-05;2.7771782E-06;1.551329E-06;5.33482816E-05;6.0039663E-06;1.6521743E-06;1.3092307E-06;3.0037175E-06;1.2685243E-06;6.8142563E-07;1.391903873E-05;2.2556459E-05;7.8155382E-06;7.2340644E-06;1.3267052E-05;5.3622736E-06;2.957652E-06;5.91930392E-05;0.0021160486;0.00032010196;0.00082461631;0.0011046409;0.00027681393;0.00015320679;0.00479542849;4.1080861E-05;2.4514102E-05;6.5375843E-05;2.3551617E-05;1.6382889E-05;8.701646E-06;0.000179606958;0.0021785389;0.000305438;0.00017818792;0.00028143467;6.1683921E-05;3.3636099E-05;0.00303891951;0.0082264087;0.00092360586;0.0016907002;0.0030562056;0.00051722306;0.00026214709;0.01467629051;3.8458343;1.2098428;0.50333623;1.727046;0.26532287;0.099217587;7.650599787;15.372968;0.2538439;1.0850501;2.8943091;0.29304591;0.16966356;20.06888057;2.3212398;0.059571204;0.20891533;0.016047128;0.032009841;0.011697144;2.649480447;1.7682727;4.1064838;4.9081972;4.7347134;5.8316428;3.5009679;24.8502778;0.002075133;0.00033369777;0.00091562111;0.0013916313;0.0016537994;0.00099659489;0.00736647747;2.75;2.56;3.24;2.21;2.98
13034;13034;fruits. légumes. légumineuses et oléagineux;fruits;Orange. pulpe. crue;Orange. pulp. raw;2.68;Orange. pulpe. crue (13034);0.11313965;0;0;0.02901921;0.0028098382;0.0032877509;0.1482564491;0.19731719;0;0;0.34550298;0.012748351;0.080370398;0.635938919;1.7485153E-08;0;0;8.1937893E-08;1.0904731E-09;5.7646684E-10;1.0108998594E-07;0.016507353;0;0;0.022498965;0.038039287;0.00017935044;0.07722495544;0.0010363413;0;0;0.0016403836;3.5494576E-05;8.1531065E-05;0.002793750541;2.4428722E-05;0;0;2.1824151E-05;6.1101113E-07;5.7355825E-07;4.743744238E-05;2.3846583E-05;0;0;2.8326493E-06;3.2300521E-07;8.2358334E-07;2.782582085E-05;3.5183967E-05;0;0;1.4362231E-05;1.2410654E-06;1.9188868E-06;5.27061502E-05;0.0038781127;0;0;0.0019801794;6.3287699E-05;5.1323065E-05;0.005972902864;6.0444692E-05;0;0;2.3947609E-05;4.33341E-06;1.3836593E-05;0.000102562304;0.00096057806;0;0;0.00051456534;1.4916818E-05;9.3330378E-05;0.001583390596;0.01600484;0;0;0.0056393122;0.00015735301;0.00021550056;0.02201700577;9.5158411;0;0;1.7157317;0.13848581;0.37090746;11.74096607;23.70992;0;0;2.5508505;0.054798154;0.049275629;26.364844283;10.488674;0;0;0.015213768;0.01659857;0.002806341;10.523292679;2.1735826;0;0;4.6945299;0.88902695;0.05001923;7.80715868;0.0019895713;0;0;0.0014177145;0.00024561124;1.6242844E-05;0.003669139884;2.68;2.4;3.27;2.53;2.53
20111;20111;fruits. légumes. légumineuses et oléagineux;légumes;Oseille. crue;Sorrel. raw;2.6;Oseille. crue (20111);0.052694685;0;0;0.021470583;0.012347159;0.0032877509;0.0898001779;0.22985437;0;0;0.27421146;0.046514282;0.080370398;0.63095051;1.7158244E-08;0;0;6.6180716E-08;4.6534912E-09;5.7646684E-10;8.856891804E-08;0.044702124;0;0;0.017485609;0.18516974;0.00017935044;0.24753682344;0.00096143991;0;0;0.00091385271;0.00011551827;8.1531065E-05;0.002072341955;3.1253343E-05;0;0;1.733957E-05;2.1302037E-06;5.7355825E-07;5.129667495E-05;3.0885492E-05;0;0;2.3056403E-06;1.0046565E-06;8.2358334E-07;3.501937214E-05;5.1469758E-05;0;0;1.1060332E-05;4.3717721E-06;1.9188868E-06;6.88207489E-05;0.0025618762;0;0;0.00097615885;0.00022026006;5.1323065E-05;0.003809618175;3.3166892E-05;0;0;2.0297052E-05;1.3161998E-05;1.3836593E-05;8.0462535E-05;0.0012628553;0;0;0.00027405011;4.9041094E-05;9.3330378E-05;0.001679276882;0.016504628;0;0;0.0029716451;0.00043422435;0.00021550056;0.02012599801;3.2498502;0;0;1.3780942;0.29318594;0.37090746;5.2920378;0.1524015;0;0;2.0245823;0.21901514;0.049275629;2.445274569;2.3900601;0;0;0.012612629;0.078638808;0.002806341;2.484117878;3.5387202;0;0;3.6678672;4.2613606;0.05001923;11.51796723;0.0022383992;0;0;0.0012247599;0.0011752098;1.6242844E-05;0.004654611744;2.6;2.15;2.6;2.83;2.83
13614;13614;fruits. légumes. légumineuses et oléagineux;fruits;Pamplemousse chinois. pulpe. cru;Pummelo. pulp. raw;2.36;Pamplemousse chinois. pulpe. cru (13614);0.64899488;0;0;0.021470583;0.0028515829;0.0032877509;0.6766047968;0.49111763;0;0;0.27421146;0.01323105;0.080370398;0.858930538;8.4542211E-08;0;0;6.6180716E-08;1.1129524E-09;5.7646684E-10;1.5241234624E-07;0.03056497;0;0;0.017485609;0.038062319;0.00017935044;0.08629224844;0.002434844;0;0;0.00091385271;3.7204032E-05;8.1531065E-05;0.003467431807;2.8965626E-05;0;0;1.733957E-05;6.3604904E-07;5.7355825E-07;4.751480329E-05;4.595186E-05;0;0;2.3056403E-06;3.3975714E-07;8.2358334E-07;4.942084078E-05;4.9314503E-05;0;0;1.1060332E-05;1.2908496E-06;1.9188868E-06;6.35845714E-05;0.005229559;0;0;0.00097615885;6.5922924E-05;5.1323065E-05;0.006322963839;0.00019021474;0;0;2.0297052E-05;4.5674156E-06;1.3836593E-05;0.0002289158006;0.0043004118;0;0;0.00027405011;1.5617364E-05;9.3330378E-05;0.004683409652;0.015617873;0;0;0.0029716451;0.00016723114;0.00021550056;0.0189722498;268.25256;0;0;1.3780942;0.14980962;0.37090746;270.15137128;40.620962;0;0;2.0245823;0.056233212;0.049275629;42.751053141;62.51372;0;0;0.012612629;0.016666093;0.002806341;62.545805063;5.8147162;0;0;3.6678672;0.89187976;0.05001923;10.42448239;0.029902133;0;0;0.0012247599;0.00024638153;1.6242844E-05;0.031389517274;2.36;2.4;1.52;3.41;2.1
20181;20181;fruits. légumes. légumineuses et oléagineux;légumes;Panais. cru;Parsnip. raw;2.6;Panais. cru (20181);0.038113734;0;0;0.021470583;0.0025342712;0.0032877509;0.0654063391;0.091856999;0;0;0.27421146;0.012312939;0.080370398;0.458751796;1.1101264E-08;0;0;6.6180716E-08;1.0179985E-09;5.7646684E-10;7.887644534E-08;0.033399213;0;0;0.017485609;0.034310484;0.00017935044;0.08537465644;0.00046797971;0;0;0.00091385271;3.4979136E-05;8.1531065E-05;0.001498342621;8.8911395E-06;0;0;1.733957E-05;5.9436544E-07;5.7355825E-07;2.739863319E-05;8.3479163E-06;0;0;2.3056403E-06;3.1906721E-07;8.2358334E-07;1.179620715E-05;1.6904669E-05;0;0;1.1060332E-05;1.1828875E-06;1.9188868E-06;3.10667753E-05;0.0013807086;0;0;0.00097615885;6.1612719E-05;5.1323065E-05;0.002469803234;3.2921822E-05;0;0;2.0297052E-05;4.2983423E-06;1.3836593E-05;7.13538093E-05;0.0012226039;0;0;0.00027405011;1.4693471E-05;9.3330378E-05;0.001604677859;0.0042278975;0;0;0.0029716451;0.00015973415;0.00021550056;0.00757477731;18.415261;0;0;1.3780942;0.14585791;0.37090746;20.31012057;8.7242991;0;0;2.0245823;0.051817898;0.049275629;10.849974927;2.1805186;0;0;0.012612629;0.0058285386;0.002806341;2.2017661086;1.6272256;0;0;3.6678672;0.80523067;0.05001923;6.1503427;0.001397198;0;0;0.0012247599;0.00022249625;1.6242844E-05;0.002860696994;2.6;2.15;2.6;2.83;2.83
20133;20133;fruits. légumes. légumineuses et oléagineux;légumes;Panais. cuit;Parsnip. cooked;3;Panais. cuit (20133);0.044521721;0;0.023995406;0.026174587;0.0029603532;0.015856156;0.1135082232;0.10730073;0;0.28040205;0.33434082;0.014383089;0.20004554;0.936472229;1.2967698E-08;0;4.9654141E-09;8.0717868E-08;1.1891525E-09;1.2101969E-08;1.119421016E-07;0.039014557;0;0.070827681;0.02128059;0.040079038;0.11908787;0.290289736;0.00054666022;0;0.00058537564;0.0011157088;4.0860109E-05;0.00024202583;0.002530630599;1.0385989E-05;0;6.9822493E-06;2.1108176E-05;6.9429493E-07;2.2660543E-06;4.143676353E-05;9.751435E-06;0;9.8390072E-07;2.8085908E-06;3.7271135E-07;1.6398312E-06;1.555646907E-05;1.9746817E-05;0;5.8957486E-06;1.3483046E-05;1.381764E-06;6.33148E-06;4.68388556E-05;0.0016128444;0;0.00065263152;0.0011912995;7.1971544E-05;0.00027792511;0.003806672074;3.8456903E-05;0;2.3100814E-05;2.4736239E-05;5.0210141E-06;2.5655383E-05;0.0001169703531;0.0014281579;0;0.00014384665;0.00033485553;1.7163855E-05;0.00015321165;0.002077235585;0.0049387255;0;0.0013227444;0.0036309604;0.00018658994;0.00064882057;0.01072784081;21.511382;0;0.24256396;1.6797709;0.17038072;0.96491024;24.56900782;10.191098;0;0.27549304;2.4618355;0.060529939;0.2323846;13.221341079;2.5471249;0;0.12321925;0.015366473;0.0068084793;0.042761315;2.7352804173;1.9008078;0;7.2702365;4.4684933;0.94061251;3.9819653;18.56211541;0.0016321061;0;0.001197954;0.0014950091;0.0002599041;0.00086167208;0.00544664538;3;2.87;3.03;2.49;3.63
13035;13035;fruits. légumes. légumineuses et oléagineux;fruits;Papaye. pulpe. crue;Papaya. pulp. raw;2.46;Papaye. pulpe. crue (13035);0.037556516;0;0;0.056318125;0.0033163875;0.0032877509;0.1004787794;0.17371979;0;0;0.59075479;0.012864799;0.080370398;0.857709777;1.3465121E-08;0;0;1.3253692E-07;1.0697198E-09;5.7646684E-10;1.4764822764E-07;0.0081979032;0;0;0.043258115;0.04733541;0.00017935044;0.09897077864;0.00050307815;0;0;0.004475102;3.9547317E-05;8.1531065E-05;0.005099258532;1.1131205E-05;0;0;3.6596645E-05;7.1820845E-07;5.7355825E-07;4.90196167E-05;1.0590625E-05;0;0;4.5507636E-06;3.7736537E-07;8.2358334E-07;1.634233731E-05;1.4195373E-05;0;0;2.8105809E-05;1.4357919E-06;1.9188868E-06;4.56558607E-05;0.0014110203;0;0;0.005750682;7.275757E-05;5.1323065E-05;0.007285782935;4.3127093E-05;0;0;4.6508316E-05;5.0308279E-06;1.3836593E-05;0.0001085028299;0.0021520902;0;0;0.0014689753;1.719123E-05;9.3330378E-05;0.003731587108;0.0044340104;0;0;0.016190666;0.00017843296;0.00021550056;0.02101860992;5.2652592;0;0;2.8506774;0.14591991;0.37090746;8.63276397;10.59236;0;0;4.3262019;0.065152736;0.049275629;15.032990265;1.8341113;0;0;0.025661416;0.02106275;0.002806341;1.883641807;1.4395007;0;0;8.1757909;1.0669448;0.05001923;10.73225563;0.0032591264;0;0;0.002114188;0.00030206969;1.6242844E-05;0.005691626934;2.46;2.4;2.83;2.97;1.66
13036;13036;fruits. légumes. légumineuses et oléagineux;fruits;Pastèque. pulpe. crue;Watermelon. pulp. raw;2.68;Pastèque. pulpe. crue (13036);0.08154405;0;0;0.025328127;0.0010292654;0.0032877509;0.1111891933;0.2398543;0;0;0.31593545;0.0068363046;0.080370398;0.6429964526;2.8189613E-08;0;0;7.56854E-08;4.3268922E-10;5.7646684E-10;1.0488416906E-07;0.05654471;0;0;0.020570447;0.0098382876;0.00017935044;0.08713279504;0.0014727748;0;0;0.0011743585;2.216915E-05;8.1531065E-05;0.002750833515;1.4217852E-05;0;0;2.0345708E-05;3.4933618E-07;5.7355825E-07;3.548645443E-05;1.2637933E-05;0;0;2.6648248E-06;2.1217345E-07;8.2358334E-07;1.633851459E-05;6.6997784E-05;0;0;1.2822066E-05;6.9956092E-07;1.9188868E-06;8.243829772E-05;0.0022300559;0;0;0.0013265145;3.6301176E-05;5.1323065E-05;0.003644194641;0.00011603613;0;0;2.271939E-05;2.9181678E-06;1.3836593E-05;0.0001555102808;0.0032057457;0;0;0.00035553247;9.20273E-06;9.3330378E-05;0.003663811278;0.0083981731;0;0;0.0038731496;0.00011598516;0.00021550056;0.01260280842;2.672569;0;0;1.5877779;0.12225411;0.37090746;4.75350847;27.017692;0;0;2.3996885;0.024996935;0.049275629;29.491653064;5.8922319;0;0;0.014433491;0.0047769752;0.002806341;5.9142487072;5.0714291;0;0;4.2857496;0.24527445;0.05001923;9.65247238;0.0023458912;0;0;0.0013565213;6.8166039E-05;1.6242844E-05;0.003786821383;2.68;2.4;3.27;2.53;2.53
4101;4101;fruits. légumes. légumineuses et oléagineux;pommes de terre et autres tubercules;Patate douce. crue;Sweet potato. raw;2.6;Patate douce. crue (4101);0.02124367;0;0;0.011895959;0.0022301586;0.0013151004;0.036684888;0.11254228;0;0;0.14897953;0.010835386;0.032148159;0.304505355;9.7569979E-09;0;0;3.4643114E-08;8.9583864E-10;2.3058674E-10;4.552653728E-08;0.012115199;0;0;0.011823751;0.030193226;7.1740174E-05;0.054203916174;0.0004956776;0;0;0.0003727319;3.0781639E-05;3.2612426E-05;0.000931803565;9.9033766E-06;0;0;1.207401E-05;5.2304159E-07;2.294233E-07;2.272985149E-05;8.3449818E-06;0;0;1.4569366E-06;2.8077914E-07;3.2943334E-07;1.041213088E-05;1.9395054E-05;0;0;5.8269907E-06;1.040941E-06;7.6755472E-07;2.703054042E-05;0.0015959192;0;0;0.00043449032;5.4219192E-05;2.0529226E-05;0.002105157938;2.5333075E-05;0;0;1.0229834E-05;3.7825412E-06;5.534637E-06;4.48800872E-05;0.000983313;0;0;9.0427919E-05;1.2930254E-05;3.7332151E-05;0.001124003324;0.0067141491;0;0;0.00098512327;0.00014056605;8.6200225E-05;0.007926038645;2.7126727;0;0;0.78957723;0.12835496;0.14836299;3.77896788;17.80748;0;0;1.5954228;0.04559975;0.019710252;19.468212802;0.62597509;0;0;0.0076712704;0.005129114;0.0011225364;0.6398980108;0.92986435;0;0;2.2703755;0.70860299;0.020007692;3.928850532;0.00071152578;0;0;0.000532744;0.0001957967;6.4971376E-06;0.0014465636176;2.6;2.15;2.6;2.83;2.83
4102;4102;fruits. légumes. légumineuses et oléagineux;pommes de terre et autres tubercules;Patate douce. cuite;Sweet potato. cooked;3;Patate douce. cuite (4102);0.030554191;0;0.017329434;0.01847133;0.0032075763;0.012204796;0.0817673273;0.16186649;0;0.17404876;0.23135634;0.01558424;0.12817131;0.71102714;1.4033224E-08;0;2.114279E-08;5.3814851E-08;1.2884603E-09;1.0567142E-08;1.008464673E-07;0.01742496;0;0.019080751;0.01834374;0.043426093;0.10758357;0.205859114;0.00071291957;0;0.00060802038;0.00057837095;4.4272393E-05;0.00016542676;0.002109010053;1.4243756E-05;0;1.3526818E-05;1.8753912E-05;7.5227646E-07;1.673958E-06;4.895072046E-05;1.200236E-05;0;1.6494152E-06;2.2627444E-06;4.0383699E-07;9.4355192E-07;1.726190851E-05;2.7895377E-05;0;9.2424764E-06;9.038077E-06;1.497157E-06;4.4754802E-06;5.21485676E-05;0.0022953671;0;0.0008528678;0.0006742817;7.7981986E-05;0.00021776926;0.004118267846;3.6435871E-05;0;7.8204685E-05;1.583831E-05;5.4403259E-06;1.4134575E-05;0.0001500537669;0.0014142723;0;0.00045339242;0.00014025836;1.8597232E-05;7.7314257E-05;0.002103834569;0.0096567775;0;0.0027709881;0.0015280625;0.00020217232;0.00044551905;0.01460351947;3.9015632;0;1.1809173;1.2262371;0.18460944;0.62921948;7.12254652;25.612013;0;7.4549299;2.4774204;0.065584877;0.17789648;35.787844657;0.90032291;0;0.058044276;0.011910593;0.0073770647;0.039716135;1.0173709787;1.3373985;0;2.363707;3.5258438;1.0191644;3.5685155;11.8146292;0.0010233681;0;0.00081047709;0.00082713066;0.00028160905;0.00076867436;0.00371125926;3;2.87;3.03;2.49;3.63
